1998,550804,5919793,#008000
1999,589375,6153010,#008000
2000,658350,6330959,#008000
2001,667725,6478207,#008000
2002,910393,6707326,#008000
2003,1015445,6767064,#ffa500
2004,1082958,6891878,#ffa500
2005,1115568,7015353,#ffa500
2006,1035779,7129107,#ffa500
2007,908926,7210963,#ffa500
2008,883589,7345795,#ffa500
2009,956238,7542049,#ffa500
